,cell_type,sex,ann_finest_level,count
648,club cell,female,Smooth muscle FAM83D+,0
649,club cell,female,SM activated stress response,0
650,club cell,female,Mesothelium,0
651,club cell,female,Hematopoietic stem cells,0
652,club cell,female,B cells,0
653,club cell,female,Plasma cells,0
654,club cell,female,CD4 T cells,0
655,club cell,female,CD8 T cells,0
656,club cell,female,T cells proliferating,0
657,club cell,female,NK cells,0
658,club cell,female,DC1,0
659,club cell,female,DC2,0
660,club cell,female,Migratory DCs,0
661,club cell,female,Plasmacytoid DCs,0
662,club cell,female,Alveolar macrophages,0
663,club cell,female,Alveolar Mph CCL3+,0
664,club cell,female,Alveolar Mph MT-positive,0
665,club cell,female,Alveolar Mph proliferating,0
666,club cell,female,Monocyte-derived Mph,0
667,club cell,female,Interstitial Mph perivascular,0
668,club cell,female,Classical monocytes,0
669,club cell,female,Non-classical monocytes,0
670,club cell,female,Mast cells,0
671,club cell,male,Basal resting,0
672,club cell,male,Suprabasal,0
673,club cell,male,Hillock-like,0
674,club cell,male,Deuterosomal,0
675,club cell,male,Multiciliated (nasal),0
676,club cell,male,Multiciliated (non-nasal),0
677,club cell,male,Club (non-nasal),5299
678,club cell,male,Club (nasal),13079
679,club cell,male,Goblet (nasal),0
680,club cell,male,Goblet (bronchial),0
681,club cell,male,Goblet (subsegmental),0
682,club cell,male,AT0,0
683,club cell,male,pre-TB secretory,0
684,club cell,male,Ionocyte,0
685,club cell,male,Tuft,0
686,club cell,male,Neuroendocrine,0
687,club cell,male,SMG serous (nasal),0
688,club cell,male,SMG serous (bronchial),0
689,club cell,male,SMG mucous,0
690,club cell,male,SMG duct,0
691,club cell,male,AT1,0
692,club cell,male,AT2,0
693,club cell,male,AT2 proliferating,0
694,club cell,male,EC arterial,0
695,club cell,male,EC aerocyte capillary,0
696,club cell,male,EC general capillary,0
697,club cell,male,EC venous systemic,0
698,club cell,male,EC venous pulmonary,0
699,club cell,male,Lymphatic EC mature,0
700,club cell,male,Lymphatic EC proliferating,0
701,club cell,male,Lymphatic EC differentiating,0
702,club cell,male,Peribronchial fibroblasts,0
703,club cell,male,Adventitial fibroblasts,0
704,club cell,male,Alveolar fibroblasts,0
705,club cell,male,Pericytes,0
706,club cell,male,Subpleural fibroblasts,0
707,club cell,male,Myofibroblasts,0
708,club cell,male,Smooth muscle,0
709,club cell,male,Smooth muscle FAM83D+,0
710,club cell,male,SM activated stress response,0
711,club cell,male,Mesothelium,0
712,club cell,male,Hematopoietic stem cells,0
713,club cell,male,B cells,0
714,club cell,male,Plasma cells,0
715,club cell,male,CD4 T cells,0
716,club cell,male,CD8 T cells,0
717,club cell,male,T cells proliferating,0
718,club cell,male,NK cells,0
719,club cell,male,DC1,0
720,club cell,male,DC2,0
721,club cell,male,Migratory DCs,0
722,club cell,male,Plasmacytoid DCs,0
723,club cell,male,Alveolar macrophages,0
724,club cell,male,Alveolar Mph CCL3+,0
725,club cell,male,Alveolar Mph MT-positive,0
726,club cell,male,Alveolar Mph proliferating,0
727,club cell,male,Monocyte-derived Mph,0
728,club cell,male,Interstitial Mph perivascular,0
729,club cell,male,Classical monocytes,0
730,club cell,male,Non-classical monocytes,0
731,club cell,male,Mast cells,0
732,myofibroblast cell,female,Basal resting,0
733,myofibroblast cell,female,Suprabasal,0
734,myofibroblast cell,female,Hillock-like,0
735,myofibroblast cell,female,Deuterosomal,0
736,myofibroblast cell,female,Multiciliated (nasal),0
737,myofibroblast cell,female,Multiciliated (non-nasal),0
738,myofibroblast cell,female,Club (non-nasal),0
739,myofibroblast cell,female,Club (nasal),0
740,myofibroblast cell,female,Goblet (nasal),0
741,myofibroblast cell,female,Goblet (bronchial),0
742,myofibroblast cell,female,Goblet (subsegmental),0
743,myofibroblast cell,female,AT0,0
744,myofibroblast cell,female,pre-TB secretory,0
745,myofibroblast cell,female,Ionocyte,0
746,myofibroblast cell,female,Tuft,0
747,myofibroblast cell,female,Neuroendocrine,0
748,myofibroblast cell,female,SMG serous (nasal),0
749,myofibroblast cell,female,SMG serous (bronchial),0
750,myofibroblast cell,female,SMG mucous,0
751,myofibroblast cell,female,SMG duct,0
752,myofibroblast cell,female,AT1,0
753,myofibroblast cell,female,AT2,0
754,myofibroblast cell,female,AT2 proliferating,0
755,myofibroblast cell,female,EC arterial,0
756,myofibroblast cell,female,EC aerocyte capillary,0
757,myofibroblast cell,female,EC general capillary,0
758,myofibroblast cell,female,EC venous systemic,0
759,myofibroblast cell,female,EC venous pulmonary,0
760,myofibroblast cell,female,Lymphatic EC mature,0
761,myofibroblast cell,female,Lymphatic EC proliferating,0
762,myofibroblast cell,female,Lymphatic EC differentiating,0
763,myofibroblast cell,female,Peribronchial fibroblasts,0
764,myofibroblast cell,female,Adventitial fibroblasts,0
765,myofibroblast cell,female,Alveolar fibroblasts,0
766,myofibroblast cell,female,Pericytes,0
767,myofibroblast cell,female,Subpleural fibroblasts,0
768,myofibroblast cell,female,Myofibroblasts,364
769,myofibroblast cell,female,Smooth muscle,0
770,myofibroblast cell,female,Smooth muscle FAM83D+,0
771,myofibroblast cell,female,SM activated stress response,0
772,myofibroblast cell,female,Mesothelium,0
773,myofibroblast cell,female,Hematopoietic stem cells,0
774,myofibroblast cell,female,B cells,0
775,myofibroblast cell,female,Plasma cells,0
776,myofibroblast cell,female,CD4 T cells,0
777,myofibroblast cell,female,CD8 T cells,0
778,myofibroblast cell,female,T cells proliferating,0
779,myofibroblast cell,female,NK cells,0
780,myofibroblast cell,female,DC1,0
781,myofibroblast cell,female,DC2,0
782,myofibroblast cell,female,Migratory DCs,0
783,myofibroblast cell,female,Plasmacytoid DCs,0
784,myofibroblast cell,female,Alveolar macrophages,0
785,myofibroblast cell,female,Alveolar Mph CCL3+,0
786,myofibroblast cell,female,Alveolar Mph MT-positive,0
787,myofibroblast cell,female,Alveolar Mph proliferating,0
788,myofibroblast cell,female,Monocyte-derived Mph,0
789,myofibroblast cell,female,Interstitial Mph perivascular,0
790,myofibroblast cell,female,Classical monocytes,0
791,myofibroblast cell,female,Non-classical monocytes,0
792,myofibroblast cell,female,Mast cells,0
793,myofibroblast cell,male,Basal resting,0
794,myofibroblast cell,male,Suprabasal,0
795,myofibroblast cell,male,Hillock-like,0
796,myofibroblast cell,male,Deuterosomal,0
797,myofibroblast cell,male,Multiciliated (nasal),0
798,myofibroblast cell,male,Multiciliated (non-nasal),0
799,myofibroblast cell,male,Club (non-nasal),0
800,myofibroblast cell,male,Club (nasal),0
801,myofibroblast cell,male,Goblet (nasal),0
802,myofibroblast cell,male,Goblet (bronchial),0
803,myofibroblast cell,male,Goblet (subsegmental),0
804,myofibroblast cell,male,AT0,0
805,myofibroblast cell,male,pre-TB secretory,0
806,myofibroblast cell,male,Ionocyte,0
807,myofibroblast cell,male,Tuft,0
808,myofibroblast cell,male,Neuroendocrine,0
809,myofibroblast cell,male,SMG serous (nasal),0
810,myofibroblast cell,male,SMG serous (bronchial),0
811,myofibroblast cell,male,SMG mucous,0
812,myofibroblast cell,male,SMG duct,0
813,myofibroblast cell,male,AT1,0
814,myofibroblast cell,male,AT2,0
815,myofibroblast cell,male,AT2 proliferating,0
816,myofibroblast cell,male,EC arterial,0
817,myofibroblast cell,male,EC aerocyte capillary,0
818,myofibroblast cell,male,EC general capillary,0
819,myofibroblast cell,male,EC venous systemic,0
820,myofibroblast cell,male,EC venous pulmonary,0
821,myofibroblast cell,male,Lymphatic EC mature,0
822,myofibroblast cell,male,Lymphatic EC proliferating,0
823,myofibroblast cell,male,Lymphatic EC differentiating,0
824,myofibroblast cell,male,Peribronchial fibroblasts,0
825,myofibroblast cell,male,Adventitial fibroblasts,0
826,myofibroblast cell,male,Alveolar fibroblasts,0
827,myofibroblast cell,male,Pericytes,0
828,myofibroblast cell,male,Subpleural fibroblasts,0
829,myofibroblast cell,male,Myofibroblasts,352
830,myofibroblast cell,male,Smooth muscle,0
831,myofibroblast cell,male,Smooth muscle FAM83D+,0
832,myofibroblast cell,male,SM activated stress response,0
833,myofibroblast cell,male,Mesothelium,0
834,myofibroblast cell,male,Hematopoietic stem cells,0
835,myofibroblast cell,male,B cells,0
836,myofibroblast cell,male,Plasma cells,0
837,myofibroblast cell,male,CD4 T cells,0
838,myofibroblast cell,male,CD8 T cells,0
839,myofibroblast cell,male,T cells proliferating,0
840,myofibroblast cell,male,NK cells,0
841,myofibroblast cell,male,DC1,0
842,myofibroblast cell,male,DC2,0
843,myofibroblast cell,male,Migratory DCs,0
844,myofibroblast cell,male,Plasmacytoid DCs,0
845,myofibroblast cell,male,Alveolar macrophages,0
846,myofibroblast cell,male,Alveolar Mph CCL3+,0
847,myofibroblast cell,male,Alveolar Mph MT-positive,0
848,myofibroblast cell,male,Alveolar Mph proliferating,0
849,myofibroblast cell,male,Monocyte-derived Mph,0
850,myofibroblast cell,male,Interstitial Mph perivascular,0
851,myofibroblast cell,male,Classical monocytes,0
852,myofibroblast cell,male,Non-classical monocytes,0
853,myofibroblast cell,male,Mast cells,0
854,smooth muscle cell,female,Basal resting,0
855,smooth muscle cell,female,Suprabasal,0
856,smooth muscle cell,female,Hillock-like,0
857,smooth muscle cell,female,Deuterosomal,0
858,smooth muscle cell,female,Multiciliated (nasal),0
859,smooth muscle cell,female,Multiciliated (non-nasal),0
860,smooth muscle cell,female,Club (non-nasal),0
861,smooth muscle cell,female,Club (nasal),0
862,smooth muscle cell,female,Goblet (nasal),0
863,smooth muscle cell,female,Goblet (bronchial),0
864,smooth muscle cell,female,Goblet (subsegmental),0
865,smooth muscle cell,female,AT0,0
866,smooth muscle cell,female,pre-TB secretory,0
867,smooth muscle cell,female,Ionocyte,0
868,smooth muscle cell,female,Tuft,0
869,smooth muscle cell,female,Neuroendocrine,0
870,smooth muscle cell,female,SMG serous (nasal),0
871,smooth muscle cell,female,SMG serous (bronchial),0
872,smooth muscle cell,female,SMG mucous,0
873,smooth muscle cell,female,SMG duct,0
874,smooth muscle cell,female,AT1,0
875,smooth muscle cell,female,AT2,0
876,smooth muscle cell,female,AT2 proliferating,0
877,smooth muscle cell,female,EC arterial,0
878,smooth muscle cell,female,EC aerocyte capillary,0
879,smooth muscle cell,female,EC general capillary,0
880,smooth muscle cell,female,EC venous systemic,0
881,smooth muscle cell,female,EC venous pulmonary,0
882,smooth muscle cell,female,Lymphatic EC mature,0
883,smooth muscle cell,female,Lymphatic EC proliferating,0
884,smooth muscle cell,female,Lymphatic EC differentiating,0
885,smooth muscle cell,female,Peribronchial fibroblasts,0
886,smooth muscle cell,female,Adventitial fibroblasts,0
887,smooth muscle cell,female,Alveolar fibroblasts,0
888,smooth muscle cell,female,Pericytes,0
889,smooth muscle cell,female,Subpleural fibroblasts,0
890,smooth muscle cell,female,Myofibroblasts,0
891,smooth muscle cell,female,Smooth muscle,0
892,smooth muscle cell,female,Smooth muscle FAM83D+,0
893,smooth muscle cell,female,SM activated stress response,152
894,smooth muscle cell,female,Mesothelium,0
895,smooth muscle cell,female,Hematopoietic stem cells,0
896,smooth muscle cell,female,B cells,0
897,smooth muscle cell,female,Plasma cells,0
898,smooth muscle cell,female,CD4 T cells,0
899,smooth muscle cell,female,CD8 T cells,0
900,smooth muscle cell,female,T cells proliferating,0
901,smooth muscle cell,female,NK cells,0
902,smooth muscle cell,female,DC1,0
903,smooth muscle cell,female,DC2,0
904,smooth muscle cell,female,Migratory DCs,0
905,smooth muscle cell,female,Plasmacytoid DCs,0
906,smooth muscle cell,female,Alveolar macrophages,0
907,smooth muscle cell,female,Alveolar Mph CCL3+,0
908,smooth muscle cell,female,Alveolar Mph MT-positive,0
909,smooth muscle cell,female,Alveolar Mph proliferating,0
910,smooth muscle cell,female,Monocyte-derived Mph,0
911,smooth muscle cell,female,Interstitial Mph perivascular,0
912,smooth muscle cell,female,Classical monocytes,0
913,smooth muscle cell,female,Non-classical monocytes,0
914,smooth muscle cell,female,Mast cells,0
915,smooth muscle cell,male,Basal resting,0
916,smooth muscle cell,male,Suprabasal,0
917,smooth muscle cell,male,Hillock-like,0
918,smooth muscle cell,male,Deuterosomal,0
919,smooth muscle cell,male,Multiciliated (nasal),0
920,smooth muscle cell,male,Multiciliated (non-nasal),0
921,smooth muscle cell,male,Club (non-nasal),0
922,smooth muscle cell,male,Club (nasal),0
923,smooth muscle cell,male,Goblet (nasal),0
924,smooth muscle cell,male,Goblet (bronchial),0
925,smooth muscle cell,male,Goblet (subsegmental),0
926,smooth muscle cell,male,AT0,0
927,smooth muscle cell,male,pre-TB secretory,0
928,smooth muscle cell,male,Ionocyte,0
929,smooth muscle cell,male,Tuft,0
930,smooth muscle cell,male,Neuroendocrine,0
931,smooth muscle cell,male,SMG serous (nasal),0
932,smooth muscle cell,male,SMG serous (bronchial),0
933,smooth muscle cell,male,SMG mucous,0
934,smooth muscle cell,male,SMG duct,0
935,smooth muscle cell,male,AT1,0
936,smooth muscle cell,male,AT2,0
937,smooth muscle cell,male,AT2 proliferating,0
938,smooth muscle cell,male,EC arterial,0
939,smooth muscle cell,male,EC aerocyte capillary,0
940,smooth muscle cell,male,EC general capillary,0
941,smooth muscle cell,male,EC venous systemic,0
942,smooth muscle cell,male,EC venous pulmonary,0
943,smooth muscle cell,male,Lymphatic EC mature,0
944,smooth muscle cell,male,Lymphatic EC proliferating,0
945,smooth muscle cell,male,Lymphatic EC differentiating,0
946,smooth muscle cell,male,Peribronchial fibroblasts,0
947,smooth muscle cell,male,Adventitial fibroblasts,0
948,smooth muscle cell,male,Alveolar fibroblasts,0
949,smooth muscle cell,male,Pericytes,0
950,smooth muscle cell,male,Subpleural fibroblasts,0
951,smooth muscle cell,male,Myofibroblasts,0
952,smooth muscle cell,male,Smooth muscle,0
953,smooth muscle cell,male,Smooth muscle FAM83D+,0
954,smooth muscle cell,male,SM activated stress response,404
955,smooth muscle cell,male,Mesothelium,0
956,smooth muscle cell,male,Hematopoietic stem cells,0
957,smooth muscle cell,male,B cells,0
958,smooth muscle cell,male,Plasma cells,0
959,smooth muscle cell,male,CD4 T cells,0
960,smooth muscle cell,male,CD8 T cells,0
961,smooth muscle cell,male,T cells proliferating,0
962,smooth muscle cell,male,NK cells,0
963,smooth muscle cell,male,DC1,0
964,smooth muscle cell,male,DC2,0
965,smooth muscle cell,male,Migratory DCs,0
966,smooth muscle cell,male,Plasmacytoid DCs,0
967,smooth muscle cell,male,Alveolar macrophages,0
968,smooth muscle cell,male,Alveolar Mph CCL3+,0
969,smooth muscle cell,male,Alveolar Mph MT-positive,0
970,smooth muscle cell,male,Alveolar Mph proliferating,0
971,smooth muscle cell,male,Monocyte-derived Mph,0
972,smooth muscle cell,male,Interstitial Mph perivascular,0
973,smooth muscle cell,male,Classical monocytes,0
974,smooth muscle cell,male,Non-classical monocytes,0
975,smooth muscle cell,male,Mast cells,0
976,B cell,female,Basal resting,0
977,B cell,female,Suprabasal,0
978,B cell,female,Hillock-like,0
979,B cell,female,Deuterosomal,0
980,B cell,female,Multiciliated (nasal),0
981,B cell,female,Multiciliated (non-nasal),0
982,B cell,female,Club (non-nasal),0
983,B cell,female,Club (nasal),0
984,B cell,female,Goblet (nasal),0
985,B cell,female,Goblet (bronchial),0
986,B cell,female,Goblet (subsegmental),0
987,B cell,female,AT0,0
988,B cell,female,pre-TB secretory,0
989,B cell,female,Ionocyte,0
990,B cell,female,Tuft,0
991,B cell,female,Neuroendocrine,0
992,B cell,female,SMG serous (nasal),0
993,B cell,female,SMG serous (bronchial),0
994,B cell,female,SMG mucous,0
995,B cell,female,SMG duct,0
996,B cell,female,AT1,0
997,B cell,female,AT2,0
998,B cell,female,AT2 proliferating,0
999,B cell,female,EC arterial,0
1000,B cell,female,EC aerocyte capillary,0
1001,B cell,female,EC general capillary,0
1002,B cell,female,EC venous systemic,0
1003,B cell,female,EC venous pulmonary,0
1004,B cell,female,Lymphatic EC mature,0
1005,B cell,female,Lymphatic EC proliferating,0
1006,B cell,female,Lymphatic EC differentiating,0
1007,B cell,female,Peribronchial fibroblasts,0
1008,B cell,female,Adventitial fibroblasts,0
1009,B cell,female,Alveolar fibroblasts,0
1010,B cell,female,Pericytes,0
1011,B cell,female,Subpleural fibroblasts,0
1012,B cell,female,Myofibroblasts,0
1013,B cell,female,Smooth muscle,0
1014,B cell,female,Smooth muscle FAM83D+,0
1015,B cell,female,SM activated stress response,0
1016,B cell,female,Mesothelium,0
1017,B cell,female,Hematopoietic stem cells,0
1018,B cell,female,B cells,1639
1019,B cell,female,Plasma cells,0
1020,B cell,female,CD4 T cells,0
1021,B cell,female,CD8 T cells,0
1022,B cell,female,T cells proliferating,0
1023,B cell,female,NK cells,0
1024,B cell,female,DC1,0
1025,B cell,female,DC2,0
1026,B cell,female,Migratory DCs,0
1027,B cell,female,Plasmacytoid DCs,0
1028,B cell,female,Alveolar macrophages,0
1029,B cell,female,Alveolar Mph CCL3+,0
1030,B cell,female,Alveolar Mph MT-positive,0
1031,B cell,female,Alveolar Mph proliferating,0
1032,B cell,female,Monocyte-derived Mph,0
1033,B cell,female,Interstitial Mph perivascular,0
1034,B cell,female,Classical monocytes,0
1035,B cell,female,Non-classical monocytes,0
1036,B cell,female,Mast cells,0
1037,B cell,male,Basal resting,0
1038,B cell,male,Suprabasal,0
1039,B cell,male,Hillock-like,0
1040,B cell,male,Deuterosomal,0
1041,B cell,male,Multiciliated (nasal),0
1042,B cell,male,Multiciliated (non-nasal),0
1043,B cell,male,Club (non-nasal),0
1044,B cell,male,Club (nasal),0
1045,B cell,male,Goblet (nasal),0
1046,B cell,male,Goblet (bronchial),0
