cell_type,ann_level_1,ann_level_5,0
B cell,Epithelial,SMG serous (bronchial),0
B cell,Epithelial,SMG serous (nasal),0
B cell,Epithelial,pre-TB secretory,0
B cell,Immune,AT0,0
B cell,Immune,Alveolar Mph CCL3+,0
B cell,Immune,Alveolar Mph MT-positive,0
B cell,Immune,Alveolar Mph proliferating,0
B cell,Immune,Club (nasal),0
B cell,Immune,Club (non-nasal),0
B cell,Immune,Goblet (bronchial),0
B cell,Immune,Goblet (nasal),0
B cell,Immune,Goblet (subsegmental),0
B cell,Immune,Interstitial Mph perivascular,0
B cell,Immune,Monocyte-derived Mph,0
B cell,Immune,Multiciliated (nasal),0
B cell,Immune,Multiciliated (non-nasal),0
B cell,Immune,None,4511
B cell,Immune,SMG serous (bronchial),0
B cell,Immune,SMG serous (nasal),0
B cell,Immune,pre-TB secretory,0
B cell,Stroma,AT0,0
B cell,Stroma,Alveolar Mph CCL3+,0
B cell,Stroma,Alveolar Mph MT-positive,0
B cell,Stroma,Alveolar Mph proliferating,0
B cell,Stroma,Club (nasal),0
B cell,Stroma,Club (non-nasal),0
B cell,Stroma,Goblet (bronchial),0
B cell,Stroma,Goblet (nasal),0
B cell,Stroma,Goblet (subsegmental),0
B cell,Stroma,Interstitial Mph perivascular,0
B cell,Stroma,Monocyte-derived Mph,0
B cell,Stroma,Multiciliated (nasal),0
B cell,Stroma,Multiciliated (non-nasal),0
B cell,Stroma,None,0
B cell,Stroma,SMG serous (bronchial),0
B cell,Stroma,SMG serous (nasal),0
B cell,Stroma,pre-TB secretory,0
serous secreting cell,Endothelial,AT0,0
serous secreting cell,Endothelial,Alveolar Mph CCL3+,0
serous secreting cell,Endothelial,Alveolar Mph MT-positive,0
serous secreting cell,Endothelial,Alveolar Mph proliferating,0
serous secreting cell,Endothelial,Club (nasal),0
serous secreting cell,Endothelial,Club (non-nasal),0
serous secreting cell,Endothelial,Goblet (bronchial),0
serous secreting cell,Endothelial,Goblet (nasal),0
serous secreting cell,Endothelial,Goblet (subsegmental),0
serous secreting cell,Endothelial,Interstitial Mph perivascular,0
serous secreting cell,Endothelial,Monocyte-derived Mph,0
serous secreting cell,Endothelial,Multiciliated (nasal),0
serous secreting cell,Endothelial,Multiciliated (non-nasal),0
serous secreting cell,Endothelial,None,0
serous secreting cell,Endothelial,SMG serous (bronchial),0
serous secreting cell,Endothelial,SMG serous (nasal),0
serous secreting cell,Endothelial,pre-TB secretory,0
serous secreting cell,Epithelial,AT0,0
serous secreting cell,Epithelial,Alveolar Mph CCL3+,0
serous secreting cell,Epithelial,Alveolar Mph MT-positive,0
serous secreting cell,Epithelial,Alveolar Mph proliferating,0
serous secreting cell,Epithelial,Club (nasal),0
serous secreting cell,Epithelial,Club (non-nasal),0
serous secreting cell,Epithelial,Goblet (bronchial),0
serous secreting cell,Epithelial,Goblet (nasal),0
serous secreting cell,Epithelial,Goblet (subsegmental),0
serous secreting cell,Epithelial,Interstitial Mph perivascular,0
serous secreting cell,Epithelial,Monocyte-derived Mph,0
serous secreting cell,Epithelial,Multiciliated (nasal),0
serous secreting cell,Epithelial,Multiciliated (non-nasal),0
serous secreting cell,Epithelial,None,0
serous secreting cell,Epithelial,SMG serous (bronchial),0
serous secreting cell,Epithelial,SMG serous (nasal),1472
serous secreting cell,Epithelial,pre-TB secretory,0
serous secreting cell,Immune,AT0,0
serous secreting cell,Immune,Alveolar Mph CCL3+,0
serous secreting cell,Immune,Alveolar Mph MT-positive,0
serous secreting cell,Immune,Alveolar Mph proliferating,0
serous secreting cell,Immune,Club (nasal),0
serous secreting cell,Immune,Club (non-nasal),0
serous secreting cell,Immune,Goblet (bronchial),0
serous secreting cell,Immune,Goblet (nasal),0
serous secreting cell,Immune,Goblet (subsegmental),0
serous secreting cell,Immune,Interstitial Mph perivascular,0
serous secreting cell,Immune,Monocyte-derived Mph,0
serous secreting cell,Immune,Multiciliated (nasal),0
serous secreting cell,Immune,Multiciliated (non-nasal),0
serous secreting cell,Immune,None,0
serous secreting cell,Immune,SMG serous (bronchial),0
serous secreting cell,Immune,SMG serous (nasal),0
serous secreting cell,Immune,pre-TB secretory,0
serous secreting cell,Stroma,AT0,0
serous secreting cell,Stroma,Alveolar Mph CCL3+,0
serous secreting cell,Stroma,Alveolar Mph MT-positive,0
serous secreting cell,Stroma,Alveolar Mph proliferating,0
serous secreting cell,Stroma,Club (nasal),0
serous secreting cell,Stroma,Club (non-nasal),0
serous secreting cell,Stroma,Goblet (bronchial),0
serous secreting cell,Stroma,Goblet (nasal),0
serous secreting cell,Stroma,Goblet (subsegmental),0
serous secreting cell,Stroma,Interstitial Mph perivascular,0
serous secreting cell,Stroma,Monocyte-derived Mph,0
serous secreting cell,Stroma,Multiciliated (nasal),0
serous secreting cell,Stroma,Multiciliated (non-nasal),0
serous secreting cell,Stroma,None,0
serous secreting cell,Stroma,SMG serous (bronchial),0
serous secreting cell,Stroma,SMG serous (nasal),0
serous secreting cell,Stroma,pre-TB secretory,0
mucus secreting cell,Endothelial,AT0,0
mucus secreting cell,Endothelial,Alveolar Mph CCL3+,0
mucus secreting cell,Endothelial,Alveolar Mph MT-positive,0
mucus secreting cell,Endothelial,Alveolar Mph proliferating,0
mucus secreting cell,Endothelial,Club (nasal),0
mucus secreting cell,Endothelial,Club (non-nasal),0
mucus secreting cell,Endothelial,Goblet (bronchial),0
mucus secreting cell,Endothelial,Goblet (nasal),0
mucus secreting cell,Endothelial,Goblet (subsegmental),0
mucus secreting cell,Endothelial,Interstitial Mph perivascular,0
mucus secreting cell,Endothelial,Monocyte-derived Mph,0
mucus secreting cell,Endothelial,Multiciliated (nasal),0
mucus secreting cell,Endothelial,Multiciliated (non-nasal),0
mucus secreting cell,Endothelial,None,0
mucus secreting cell,Endothelial,SMG serous (bronchial),0
mucus secreting cell,Endothelial,SMG serous (nasal),0
mucus secreting cell,Endothelial,pre-TB secretory,0
mucus secreting cell,Epithelial,AT0,0
mucus secreting cell,Epithelial,Alveolar Mph CCL3+,0
mucus secreting cell,Epithelial,Alveolar Mph MT-positive,0
mucus secreting cell,Epithelial,Alveolar Mph proliferating,0
mucus secreting cell,Epithelial,Club (nasal),0
mucus secreting cell,Epithelial,Club (non-nasal),0
mucus secreting cell,Epithelial,Goblet (bronchial),0
mucus secreting cell,Epithelial,Goblet (nasal),0
mucus secreting cell,Epithelial,Goblet (subsegmental),0
mucus secreting cell,Epithelial,Interstitial Mph perivascular,0
mucus secreting cell,Epithelial,Monocyte-derived Mph,0
mucus secreting cell,Epithelial,Multiciliated (nasal),0
mucus secreting cell,Epithelial,Multiciliated (non-nasal),0
mucus secreting cell,Epithelial,None,537
mucus secreting cell,Epithelial,SMG serous (bronchial),0
mucus secreting cell,Epithelial,SMG serous (nasal),0
mucus secreting cell,Epithelial,pre-TB secretory,0
mucus secreting cell,Immune,AT0,0
mucus secreting cell,Immune,Alveolar Mph CCL3+,0
mucus secreting cell,Immune,Alveolar Mph MT-positive,0
mucus secreting cell,Immune,Alveolar Mph proliferating,0
mucus secreting cell,Immune,Club (nasal),0
mucus secreting cell,Immune,Club (non-nasal),0
mucus secreting cell,Immune,Goblet (bronchial),0
mucus secreting cell,Immune,Goblet (nasal),0
mucus secreting cell,Immune,Goblet (subsegmental),0
mucus secreting cell,Immune,Interstitial Mph perivascular,0
mucus secreting cell,Immune,Monocyte-derived Mph,0
mucus secreting cell,Immune,Multiciliated (nasal),0
mucus secreting cell,Immune,Multiciliated (non-nasal),0
mucus secreting cell,Immune,None,0
mucus secreting cell,Immune,SMG serous (bronchial),0
mucus secreting cell,Immune,SMG serous (nasal),0
mucus secreting cell,Immune,pre-TB secretory,0
mucus secreting cell,Stroma,AT0,0
mucus secreting cell,Stroma,Alveolar Mph CCL3+,0
mucus secreting cell,Stroma,Alveolar Mph MT-positive,0
mucus secreting cell,Stroma,Alveolar Mph proliferating,0
mucus secreting cell,Stroma,Club (nasal),0
mucus secreting cell,Stroma,Club (non-nasal),0
mucus secreting cell,Stroma,Goblet (bronchial),0
mucus secreting cell,Stroma,Goblet (nasal),0
mucus secreting cell,Stroma,Goblet (subsegmental),0
mucus secreting cell,Stroma,Interstitial Mph perivascular,0
mucus secreting cell,Stroma,Monocyte-derived Mph,0
mucus secreting cell,Stroma,Multiciliated (nasal),0
mucus secreting cell,Stroma,Multiciliated (non-nasal),0
mucus secreting cell,Stroma,None,0
mucus secreting cell,Stroma,SMG serous (bronchial),0
mucus secreting cell,Stroma,SMG serous (nasal),0
mucus secreting cell,Stroma,pre-TB secretory,0
dendritic cell,Endothelial,AT0,0
dendritic cell,Endothelial,Alveolar Mph CCL3+,0
dendritic cell,Endothelial,Alveolar Mph MT-positive,0
dendritic cell,Endothelial,Alveolar Mph proliferating,0
dendritic cell,Endothelial,Club (nasal),0
dendritic cell,Endothelial,Club (non-nasal),0
dendritic cell,Endothelial,Goblet (bronchial),0
dendritic cell,Endothelial,Goblet (nasal),0
dendritic cell,Endothelial,Goblet (subsegmental),0
dendritic cell,Endothelial,Interstitial Mph perivascular,0
dendritic cell,Endothelial,Monocyte-derived Mph,0
dendritic cell,Endothelial,Multiciliated (nasal),0
dendritic cell,Endothelial,Multiciliated (non-nasal),0
dendritic cell,Endothelial,None,0
dendritic cell,Endothelial,SMG serous (bronchial),0
dendritic cell,Endothelial,SMG serous (nasal),0
dendritic cell,Endothelial,pre-TB secretory,0
dendritic cell,Epithelial,AT0,0
dendritic cell,Epithelial,Alveolar Mph CCL3+,0
dendritic cell,Epithelial,Alveolar Mph MT-positive,0
dendritic cell,Epithelial,Alveolar Mph proliferating,0
dendritic cell,Epithelial,Club (nasal),0
dendritic cell,Epithelial,Club (non-nasal),0
dendritic cell,Epithelial,Goblet (bronchial),0
dendritic cell,Epithelial,Goblet (nasal),0
dendritic cell,Epithelial,Goblet (subsegmental),0
dendritic cell,Epithelial,Interstitial Mph perivascular,0
dendritic cell,Epithelial,Monocyte-derived Mph,0
dendritic cell,Epithelial,Multiciliated (nasal),0
dendritic cell,Epithelial,Multiciliated (non-nasal),0
dendritic cell,Epithelial,None,0
dendritic cell,Epithelial,SMG serous (bronchial),0
dendritic cell,Epithelial,SMG serous (nasal),0
dendritic cell,Epithelial,pre-TB secretory,0
dendritic cell,Immune,AT0,0
dendritic cell,Immune,Alveolar Mph CCL3+,0
dendritic cell,Immune,Alveolar Mph MT-positive,0
dendritic cell,Immune,Alveolar Mph proliferating,0
dendritic cell,Immune,Club (nasal),0
dendritic cell,Immune,Club (non-nasal),0
dendritic cell,Immune,Goblet (bronchial),0
dendritic cell,Immune,Goblet (nasal),0
dendritic cell,Immune,Goblet (subsegmental),0
dendritic cell,Immune,Interstitial Mph perivascular,0
dendritic cell,Immune,Monocyte-derived Mph,0
dendritic cell,Immune,Multiciliated (nasal),0
dendritic cell,Immune,Multiciliated (non-nasal),0
dendritic cell,Immune,None,312
dendritic cell,Immune,SMG serous (bronchial),0
dendritic cell,Immune,SMG serous (nasal),0
dendritic cell,Immune,pre-TB secretory,0
dendritic cell,Stroma,AT0,0
dendritic cell,Stroma,Alveolar Mph CCL3+,0
dendritic cell,Stroma,Alveolar Mph MT-positive,0
dendritic cell,Stroma,Alveolar Mph proliferating,0
dendritic cell,Stroma,Club (nasal),0
dendritic cell,Stroma,Club (non-nasal),0
dendritic cell,Stroma,Goblet (bronchial),0
dendritic cell,Stroma,Goblet (nasal),0
dendritic cell,Stroma,Goblet (subsegmental),0
dendritic cell,Stroma,Interstitial Mph perivascular,0
dendritic cell,Stroma,Monocyte-derived Mph,0
dendritic cell,Stroma,Multiciliated (nasal),0
dendritic cell,Stroma,Multiciliated (non-nasal),0
dendritic cell,Stroma,None,0
dendritic cell,Stroma,SMG serous (bronchial),0
dendritic cell,Stroma,SMG serous (nasal),0
dendritic cell,Stroma,pre-TB secretory,0
stromal cell,Endothelial,AT0,0
stromal cell,Endothelial,Alveolar Mph CCL3+,0
stromal cell,Endothelial,Alveolar Mph MT-positive,0
stromal cell,Endothelial,Alveolar Mph proliferating,0
stromal cell,Endothelial,Club (nasal),0
stromal cell,Endothelial,Club (non-nasal),0
stromal cell,Endothelial,Goblet (bronchial),0
stromal cell,Endothelial,Goblet (nasal),0
stromal cell,Endothelial,Goblet (subsegmental),0
stromal cell,Endothelial,Interstitial Mph perivascular,0
stromal cell,Endothelial,Monocyte-derived Mph,0
stromal cell,Endothelial,Multiciliated (nasal),0
stromal cell,Endothelial,Multiciliated (non-nasal),0
stromal cell,Endothelial,None,0
stromal cell,Endothelial,SMG serous (bronchial),0
stromal cell,Endothelial,SMG serous (nasal),0
stromal cell,Endothelial,pre-TB secretory,0
stromal cell,Epithelial,AT0,0
stromal cell,Epithelial,Alveolar Mph CCL3+,0
stromal cell,Epithelial,Alveolar Mph MT-positive,0
stromal cell,Epithelial,Alveolar Mph proliferating,0
stromal cell,Epithelial,Club (nasal),0
stromal cell,Epithelial,Club (non-nasal),0
stromal cell,Epithelial,Goblet (bronchial),0
stromal cell,Epithelial,Goblet (nasal),0
stromal cell,Epithelial,Goblet (subsegmental),0
stromal cell,Epithelial,Interstitial Mph perivascular,0
stromal cell,Epithelial,Monocyte-derived Mph,0
stromal cell,Epithelial,Multiciliated (nasal),0
stromal cell,Epithelial,Multiciliated (non-nasal),0
stromal cell,Epithelial,None,0
stromal cell,Epithelial,SMG serous (bronchial),0
stromal cell,Epithelial,SMG serous (nasal),0
stromal cell,Epithelial,pre-TB secretory,0
stromal cell,Immune,AT0,0
stromal cell,Immune,Alveolar Mph CCL3+,0
stromal cell,Immune,Alveolar Mph MT-positive,0
stromal cell,Immune,Alveolar Mph proliferating,0
stromal cell,Immune,Club (nasal),0
stromal cell,Immune,Club (non-nasal),0
stromal cell,Immune,Goblet (bronchial),0
stromal cell,Immune,Goblet (nasal),0
stromal cell,Immune,Goblet (subsegmental),0
stromal cell,Immune,Interstitial Mph perivascular,0
stromal cell,Immune,Monocyte-derived Mph,0
stromal cell,Immune,Multiciliated (nasal),0
stromal cell,Immune,Multiciliated (non-nasal),0
stromal cell,Immune,None,0
stromal cell,Immune,SMG serous (bronchial),0
stromal cell,Immune,SMG serous (nasal),0
stromal cell,Immune,pre-TB secretory,0
stromal cell,Stroma,AT0,0
stromal cell,Stroma,Alveolar Mph CCL3+,0
stromal cell,Stroma,Alveolar Mph MT-positive,0
stromal cell,Stroma,Alveolar Mph proliferating,0
stromal cell,Stroma,Club (nasal),0
stromal cell,Stroma,Club (non-nasal),0
stromal cell,Stroma,Goblet (bronchial),0
stromal cell,Stroma,Goblet (nasal),0
stromal cell,Stroma,Goblet (subsegmental),0
stromal cell,Stroma,Interstitial Mph perivascular,0
stromal cell,Stroma,Monocyte-derived Mph,0
stromal cell,Stroma,Multiciliated (nasal),0
stromal cell,Stroma,Multiciliated (non-nasal),0
stromal cell,Stroma,None,335
stromal cell,Stroma,SMG serous (bronchial),0
stromal cell,Stroma,SMG serous (nasal),0
stromal cell,Stroma,pre-TB secretory,0
alveolar macrophage,Endothelial,AT0,0
alveolar macrophage,Endothelial,Alveolar Mph CCL3+,0
alveolar macrophage,Endothelial,Alveolar Mph MT-positive,0
alveolar macrophage,Endothelial,Alveolar Mph proliferating,0
alveolar macrophage,Endothelial,Club (nasal),0
alveolar macrophage,Endothelial,Club (non-nasal),0
alveolar macrophage,Endothelial,Goblet (bronchial),0
alveolar macrophage,Endothelial,Goblet (nasal),0
alveolar macrophage,Endothelial,Goblet (subsegmental),0
alveolar macrophage,Endothelial,Interstitial Mph perivascular,0
alveolar macrophage,Endothelial,Monocyte-derived Mph,0
alveolar macrophage,Endothelial,Multiciliated (nasal),0
alveolar macrophage,Endothelial,Multiciliated (non-nasal),0
alveolar macrophage,Endothelial,None,0
alveolar macrophage,Endothelial,SMG serous (bronchial),0
alveolar macrophage,Endothelial,SMG serous (nasal),0
alveolar macrophage,Endothelial,pre-TB secretory,0
alveolar macrophage,Epithelial,AT0,0
alveolar macrophage,Epithelial,Alveolar Mph CCL3+,0
alveolar macrophage,Epithelial,Alveolar Mph MT-positive,0
alveolar macrophage,Epithelial,Alveolar Mph proliferating,0
alveolar macrophage,Epithelial,Club (nasal),0
alveolar macrophage,Epithelial,Club (non-nasal),0
alveolar macrophage,Epithelial,Goblet (bronchial),0
alveolar macrophage,Epithelial,Goblet (nasal),0
alveolar macrophage,Epithelial,Goblet (subsegmental),0
alveolar macrophage,Epithelial,Interstitial Mph perivascular,0
alveolar macrophage,Epithelial,Monocyte-derived Mph,0
alveolar macrophage,Epithelial,Multiciliated (nasal),0
alveolar macrophage,Epithelial,Multiciliated (non-nasal),0
alveolar macrophage,Epithelial,None,0
alveolar macrophage,Epithelial,SMG serous (bronchial),0
alveolar macrophage,Epithelial,SMG serous (nasal),0
alveolar macrophage,Epithelial,pre-TB secretory,0
alveolar macrophage,Immune,AT0,0
alveolar macrophage,Immune,Alveolar Mph CCL3+,8065
alveolar macrophage,Immune,Alveolar Mph MT-positive,1203
alveolar macrophage,Immune,Alveolar Mph proliferating,1061
alveolar macrophage,Immune,Club (nasal),0
alveolar macrophage,Immune,Club (non-nasal),0
alveolar macrophage,Immune,Goblet (bronchial),0
alveolar macrophage,Immune,Goblet (nasal),0
alveolar macrophage,Immune,Goblet (subsegmental),0
alveolar macrophage,Immune,Interstitial Mph perivascular,0
alveolar macrophage,Immune,Monocyte-derived Mph,0
alveolar macrophage,Immune,Multiciliated (nasal),0
alveolar macrophage,Immune,Multiciliated (non-nasal),0
alveolar macrophage,Immune,None,68487
alveolar macrophage,Immune,SMG serous (bronchial),0
alveolar macrophage,Immune,SMG serous (nasal),0
alveolar macrophage,Immune,pre-TB secretory,0
alveolar macrophage,Stroma,AT0,0
alveolar macrophage,Stroma,Alveolar Mph CCL3+,0
alveolar macrophage,Stroma,Alveolar Mph MT-positive,0
alveolar macrophage,Stroma,Alveolar Mph proliferating,0
alveolar macrophage,Stroma,Club (nasal),0
alveolar macrophage,Stroma,Club (non-nasal),0
alveolar macrophage,Stroma,Goblet (bronchial),0
alveolar macrophage,Stroma,Goblet (nasal),0
alveolar macrophage,Stroma,Goblet (subsegmental),0
alveolar macrophage,Stroma,Interstitial Mph perivascular,0
alveolar macrophage,Stroma,Monocyte-derived Mph,0
alveolar macrophage,Stroma,Multiciliated (nasal),0
alveolar macrophage,Stroma,Multiciliated (non-nasal),0
alveolar macrophage,Stroma,None,0
alveolar macrophage,Stroma,SMG serous (bronchial),0
alveolar macrophage,Stroma,SMG serous (nasal),0
alveolar macrophage,Stroma,pre-TB secretory,0
acinar cell,Endothelial,AT0,0
acinar cell,Endothelial,Alveolar Mph CCL3+,0
acinar cell,Endothelial,Alveolar Mph MT-positive,0
acinar cell,Endothelial,Alveolar Mph proliferating,0
acinar cell,Endothelial,Club (nasal),0
acinar cell,Endothelial,Club (non-nasal),0
acinar cell,Endothelial,Goblet (bronchial),0
acinar cell,Endothelial,Goblet (nasal),0
acinar cell,Endothelial,Goblet (subsegmental),0
acinar cell,Endothelial,Interstitial Mph perivascular,0
acinar cell,Endothelial,Monocyte-derived Mph,0
acinar cell,Endothelial,Multiciliated (nasal),0
acinar cell,Endothelial,Multiciliated (non-nasal),0
acinar cell,Endothelial,None,0
acinar cell,Endothelial,SMG serous (bronchial),0
acinar cell,Endothelial,SMG serous (nasal),0
acinar cell,Endothelial,pre-TB secretory,0
acinar cell,Epithelial,AT0,0
acinar cell,Epithelial,Alveolar Mph CCL3+,0
acinar cell,Epithelial,Alveolar Mph MT-positive,0
acinar cell,Epithelial,Alveolar Mph proliferating,0
acinar cell,Epithelial,Club (nasal),0
acinar cell,Epithelial,Club (non-nasal),0
acinar cell,Epithelial,Goblet (bronchial),0
acinar cell,Epithelial,Goblet (nasal),0
acinar cell,Epithelial,Goblet (subsegmental),0
acinar cell,Epithelial,Interstitial Mph perivascular,0
acinar cell,Epithelial,Monocyte-derived Mph,0
acinar cell,Epithelial,Multiciliated (nasal),0
acinar cell,Epithelial,Multiciliated (non-nasal),0
acinar cell,Epithelial,None,1274
acinar cell,Epithelial,SMG serous (bronchial),0
acinar cell,Epithelial,SMG serous (nasal),0
